Secondary Name,Primary Name
רבי יוסה בריה דרבי תנחום דכפר אגין(1734),רבי יהושע בר תנחום ברבי חייא דכפר אגין(1557)
בן בג בג(632),רבי יוחנן בן בג בג(1576)
רבי בן בג בג(10102),רבי יוחנן בן בג בג(1576)
רבי יוחנן בן ברוקה(22271),רבי יוחנן בן ברוקא(1577)
יונתן בן בתירה(1627),יוחנן בן בתירא(1578)
בן גודגדא(640),רבי יוחנן בן גודגדא(1579)
רבי נחוניא בן גודגדא(2259),רבי יוחנן בן גודגדא(1579)
רבי יוחנן החורני(1604),רבי יוחנן בן החורנית(1581)
בן זכאי(651),רבן יוחנן בן זכאי(1583)
רבי יוחנן הנזוף(1607),רבי יוחנן בן נזיף(1594)
רבי יוחנן דקציון(10104),רבי יוחנן דקרציון(1603)
יוחנן הכהן הסופר הלז(1605),יוחנן סופר הלה(1611)
רבי יונה בי רבי יוסי(1617),רבי יונה(1615)
רבי יונה בן צרויה(1618),רבי יונה בוצרייה(1616)
יונתן שידא(1646),יונתן בן רבי חנינא(1622)
רבי יונתן(10106),רבי יונתן בן אלעזר איש הבירה(1624)
רבי נתן בן אבטולמוס(2336),רבי יונתן בן אבטולמוס(1626)
יונתן(10107),יונתן בן הרכינס(1630)
רבי יוחנן בן יוסף(1588),רבי יונתן בן יוסי(1634)
רבי נתן בר יוסף(2346),רבי יונתן בן יוסי(1634)
רבי נתן בן עמרם(2350),רבי יונתן בן עמרם(1640)
רבי יוחנן דבית גוברין(1601),רבי יונתן דבית גוברין(1643)
רבי נתן דבית גוברין(2352),רבי יונתן דבית גוברין(1643)
וסטיני(986),רבי יוסטא(1648)
רבי יוסי(10108),רבי יוסי בן חלפתא(1657)
רבי יוסה בר אביי(1662),רבי יוסי בר אבא(1659)
רבי יוסי בר בר כהנא(1673),רבי יוסי בר אבא(1659)
רבי יוסי בר אבהו(1661),רב יוסי בר אבא(1660)
רבי יוסי ברבי לעיי(1713),רב יוסה בי רבי אילעאי(1666)
רבי יוסי בר יאסיניאה(1694),רבי יוסי בר אסיין(1671)
בן ביבי(636),רבי יוסי בן ביבי(1672)
אבא יוסי בן אבא(1658),אבא יוסי בן דוסאי(1677)
רבי אסי בר חנינא(542),רבי יוסי ברבי חנינא(1689)
רבי יוסי בר הונא(1681),רבי יוסי ברבי חנינא(1689)
רבי יוסי בר חנינא(5827),רבי יוסי ברבי חנינא(1689)
רבי ירמיה בר חנינה(1959),רבי יוסי ברבי חנינא(1689)
אבא יוסי בן יוחנן איש ינוח(1698),אבא יוסי בן חנן איש ינוח(1691)
אבא יוסי בן יוחנן איש ירושלים(1700),אבא יוסי בן חנן איש ירושלים(1692)
בן יאסיין(654),רבי יוסי בן יאסין(1693)
רבי יוסי בר יהודה(5816),רבי יוסי ברבי יהודה(1695)
רבי יוסי בן פרטס(1724),רבי יוסי בן פטרס(1722)
רבי יוסי בן יוסי בן פרורה(1703),רבי יוסי בן פרידא(1725)
רבי יוסי בר קסריי(1727),רבי יוסה בר קצריי(1728)
רב אסי בר שאול(549),רבי יוסי בן שאול(1731)
רבי יוסי חסידא(1751),רבי יוסי החסיד(1743)
רב יוסף צידוני(1790),רבי יוסי ציידניא(1758)
רבי יוסף(22409),רב יוסף בר חייא(1764)
רב יוסף(10111),רב יוסף בר חייא(1764)
יוסי הפרתים(1749),יוסף אפרתי(1767)
שמעון אפרתי(2837),יוסף אפרתי(1767)
בן אילם(627),יוסף בן אילים מציפורי(1769)
יוסף בר חנין(1773),רב יוסף בר חבו(1771)
רב אדא בר חמא(203),רב יוסף בר חמא(1772)
רב אסי בר חמא(541),רב יוסף בר חמא(1772)
רב יוסף בריה דרב שמואל(1782),רב יוסף בר שמעיה(1784)
יוסי הפינוס(1748),יוסף חפני(1788)
רב יימר סבא(1809),רב ייבא סבא(1802)
בית ינאי(1812),רבי ינאי רבה(1814)
רבי ינאי(10112),רבי ינאי רבה(1814)
רבי ינאי סבא(1826),רבי ינאי רבה(1814)
יעקב איש כפר גבוריא(1835),יעקב איש כפר נבורייא(1837)
רבי ארמנייא(567),רבי יעקב ארמנייא(1839)
רבי יעקב בר אדא(1849),רבי יעקב בר אבא(1840)
רבי יעקב ברבי אבהו(1842),רבי יעקב בי רבי בון(1845)
רבי יעקב בר אבונא(1846),רבי יעקב בי רבי בון(1845)
רבי יעקב בר אבוי(1844),רבי יעקב בר אביי(1847)
רבי יסא בר אחא(1665),רבי יעקב בר אחא(1852)
רבי ברכיה ברבי יעקב בר בת יעקב(793),רבי יעקב בריה דבת יעקב(1858)
רב יעקב ברה דבת שמואל(1859),רבי יעקב בריה דבת יעקב(1858)
רבי יעקב בן דוסאי(10114),רבי יעקב בן דוסתאי(1860)
רבי עקיבא ברבי חנינא(2469),רבי יעקב ברבי חנינא(1862)
רבי יעקב ברבי יהודה(1863),רבי יעקב ברבי יוחי(1864)
רב יצחק בר נפתלי(1924),רב יעקב בר נפתלי(1869)
רבי עקיבה דקיסרי(2470),רבי יעקב דקיסרין(1874)
רבי יעקב מפרתים(10115),רבי יעקב מעפרתים(1879)
בן יצף(657),בית יצאת(1883)
רבי יצחק נפחא(22538),רבי יצחק(1885)
רב יצחק(5812),רבי יצחק(1885)
רבי יצחק בר נפחא(1923),רבי יצחק(1885)
רב חסדא בר אבדימי(1346),רבי יצחק בר אבדימי רובא(1889)
רב יצחק בר אבודימי(21116),רב יצחק בר אבדימי(1890)
רבי אלישיב(400),רבי יצחק בן אלישיב(1897)
רבי יצחק בן אלעא(1898),רבי יצחק בן אלעזר(1899)
רבי צדוק בן חלוקה(2548),רבי יצחק בן אלעזר(1899)
רבי יצחק בר אמי(5817),רב יצחק בר אמי(1901)
רבי יצחק דבי רבי אמי(1934),רב יצחק בר אמי(1901)
רב יצחק דבי רבי אמי(5819),רב יצחק בר אמי(1901)
רב חיננא בר ביסנא(1240),רבי יצחק בר ביסנא(1903)
רבי יצחק בר כהנא(1917),רבי יצחק בר ביסנא(1903)
רבי יצחק בריה דרבי הוה כתובה(1907),רבי יצחק בריה דרבי חייא כתובה(1910)
רב יצחק ברבי(1933),רב יצחק בר יוסף(1915)
יצחק סומקא(1941),רב יצחק בר יוסף(1915)
רבי יצחק בר גיורי(1906),רבי יצחק בר יעקב בר גיורי(1916)
רבי יצחק בר נחמני(5833),רבי יצחק בר נחמן(1922)
רבי יוחנן בן קצרתה(1598),רבי יצחק בן קצרתה(1928)
רב שמואל בר מרתא(2797),רב יצחק בר שמואל בר מרתא(1932)
רבי יצחק איש כפר עכו(1886),רבי יצחק עטושיא(1943)
רבי יצחק בר מרי(1918),רבי יצחק קסקסאה(1945)
רב ירמיה(5829),רבי ירמיה(1952)
רבי ירמיה בר תחליפא(1962),רבי ירמיה(1952)
רבי ירמיה כהנא(1964),רבי ירמיה(1952)
רבי ירמיה רבה(1967),רבי ירמיה(1952)
רבי ירמיה בר אבא(5814),רב ירמיה בר אבא(1954)
רבי ירמיה בר אחא(1956),רב ירמיה בר אבא(1954)
רב יהודה מדפתי(1513),רב ירמיה מדיפתי(1965)
רב יימר מדפתי(1808),רב ירמיה מדיפתי(1965)
רב שמואל מדפתי(2817),רב ירמיה מדיפתי(1965)
רבי ירמיה דשבשתא(1963),רבי ירמיה שיבשב(1968)
ישבב(10117),ישבאב(1969)
רבי ישבב(10119),רבי ישבב הסופר(1971)
בן פנדירא(673),ישו בן פנדירא(1972)
בר פנדירא(768),ישו בן פנדירא(1972)
ישמעאל איש כפר ימא(10121),ישמעאל איש כפר דימא(1975)
רבי ישמעאל(10123),רבי ישמעאל בן אלישע(1979)
רבי שמעון בנו של רבי יוחנן בן ברוקה(2868),רבי ישמעאל בנו של רבי יוחנן בן ברוקה(1985)
רבי שמואל בר רבי יוסי(2790),רבי ישמעאל ברבי יוסי(1986)
אלישמע בן פיכאי(401),ישמעאל בן פיאבי(1993)
רבי נתן כהן אחוי דרבי חייא בר אבא(2356),רבי כהן אחוי דרבי חייא בר אבא(2002)
רב כהנא אחוה דרב יהודה(2008),רב כהנא(2004)
רב כהנא בר מניומי(2013),רב כהנא בר מתתיה(2014)
בן קוביסין(677),בית כובשין(2021)
לוי(10125),לוי בר סיסי(2032)
רבי לוי בר אחיתה(2033),רבי לוי בר חיתא(2040)
רבי לוי בר חמא(10126),רבי לוי בר לחמא(2041)
רבי סובייה(2360),רבי לוי סוכייה(2047)
בר טברי(734),רבי לוליני בר טברי(2056)
רבי לוליאנוס בר טברוס(2053),רבי לוליני בר טברי(2056)
מובגיי(2074),מבגאי(2071)
גבילה אחוי דרבי בא בר כהן(804),מגבילה אחוי דרבי אבא בר כהן(2073)
רבי מני(22641),רבי מונא(2075)
רבי מאנא(2069),רבי מנא(2097)
רבי מנא בר חזקיה(2098),רבי מנא(2097)
מנחם איש גופתא אריה(2106),מנחם בן גובתא דאריח(2109)
רבי אבא בן יוסי בן חלפתא(5),רבי מנחם ברבי יוסי(2111)
רבי אוורדימס ברבי יוסי(228),רבי מנחם ברבי יוסי(2111)
ורדימוס(10080),רבי מנחם ברבי יוסי(2111)
ורדימוס ברבי יוסי(987),רבי מנחם ברבי יוסי(2111)
רבי מנחם(2104),רבי מנחם ברבי יוסי(2111)
רבי נחום בר פפא(2247),רבי מנחם בן נפח(2113)
נחום ברבי סימאי(2246),רבי מנחם ברבי סימאי(2115)
רבי מנחם איש גליא(2107),רבי מנחם דגליא(2116)
נחום איש גליא(2243),רבי מנחם דגליא(2116)
רבי תנחום חתניה דרבי אלעזר בן אבינא(2992),רבי מנחם חתניה דרבי לעזר בר אבינא(2117)
רב מנימין בר חלקיה(2134),רב מניומי בר חלקיה(2129)
בנימן גר מצרי(699),מנימין גר מצרי(2135)
בנימין גנזכייה(698),מנימין סקסנאה(2136)
יהודה מנשייא בר מנשה(1515),רב מנשיא בר ירמיה מגיפתי(2143)
רב מנשיא בר ירמיה(10130),רב מנשיא בר ירמיה מגיפתי(2143)
טביומי(1357),מר בר רב אשי(2156)
מר זוטרא(10131),מר זוטרא חסידא(2161)
רבי אחא בריה דרב נחמן(290),מר זוטרא בריה דרב נחמן(2165)
חנא בר איסק(1191),מרי בר איסק(2178)
מרי בר בריה דרב הונא(2180),רב מרי בריה דרב חסדא(2184)
רב מרי בריה דרב פנחס בריה דרב חסדא(2189),רב מרי בריה דרב חסדא(2184)
מרי בר מר עוקבא(2188),מרי בר מר(2187)
רב מרי בר איסור גיורא(2177),רב מרי בר רחל(2190)
רב מרי ברה דבת שמואל(2181),רב מרי בר רחל(2190)
מרים בתו של נקדימון(10132),מרים בתו של נקדימון בן גוריון(2195)
מרים בת שמעון בן גוריון(2197),מרים בתו של נקדימון בן גוריון(2195)
מרתא(10133),מרתא אחות רבי חייא(2202)
רב משרשיא בריה דרב אמי(2210),רב משרשיא דבי רבי אמי(2216)
מתיא בן שמואל(10134),מתתיא בן שמואל(2222)
נחום איש המדי(2245),נחום המדי(2250)
רבי נחוניא(10135),רבי נחוניא בן אלינתן איש כפר הבבלי(2257)
רבי נחומא בר אפקשיון(2252),רבי נחוניא בן אפקשיון(2258)
נחמיה חופר שיחין(2281),נחוניא חופר שיחין(2262)
חוניו(1071),נחוניון(2263)
חוניא(1067),נחונייה בן יוסף בן פכסס(2264)
נחונייה(10136),נחונייה בן יוסף בן פכסס(2264)
רב נחמיה(10137),רב נחמיה בר ברוך(2271)
רב נחמן בר ברוך(2292),רב נחמיה בר ברוך(2271)
רב נחמיה בר חנילאי(2275),רב נחמיה בריה דרב חנא בר חנילאי(2274)
רב המנונא בריה דרב יוסף(979),רב נחמיה בריה דרב יוסף(2277)
רב נחמיה בריה דרב יהושע(2276),רב נחמיה בריה דרב יוסף(2277)
שמעון העמסוני(2906),נחמיה העמסוני(2280)
רבנא נחמיה אחוה דריש גלותא(2268),רבנא נחמיה ריש גלותא(2283)
רב נחמן(10139),רב נחמן בר יעקב(2285)
רב נחמן בר רב זבדא(2294),רב נחמן בר רב חסדא(2296)
נחמיה בריה דרבי שמואל בר נחמן(2279),רב נחמן בריה דרבי שמואל בר נחמן(2301)
רבי נחומיה בריה דרבי חייא בר אבא(2273),רבי ניחומי בריה דרבי חייא בר אבא(2308)
רבי נחמיה בריה דרבי חייא בר אבא(10138),רבי ניחומי בריה דרבי חייא בר אבא(2308)
רבי איסי דקיסרין(551),רבי נסא דקיסרין(2320)
רבי יוסי דקיסרין(1739),רבי נסא דקיסרין(2320)
רבי נסא(10140),רבי נסא דקיסרין(2320)
רב נתן בר אבין(2338),רב נתן בר אבא(2334)
רב נחמן בר אושעיא(2288),רב נתן בר אושעיא(2340)
רב נתן בר אביי(2337),רב נתן בר אמי(2341)
רבי יוחנן בן המשולם(1582),רב נתן בן המשולם(2344)
רבי יונתן בן המשולם(1629),רב נתן בן המשולם(2344)
רב נתן(10141),רב נתן בן המשולם(2344)
רבי אלעזר ברבי סימאי(464),רבי סימאי(2368)
רבי סיסיי(2375),רבי סימאי(2368)
רבי שמעון בר זביד(2855),רבי סימון בר זביד(2371)
בני שלמי הנטופתי(2751),בני סלמאי הנטופתי(2381)
רב סימא בריה דרב אידי(2367),רב סמא בריה דרב אתי(2384)
רב סמא בריה דרב אסי(2393),רב סמא בריה דרב אתי(2384)
רב סמא בריה דרב ייבא(2387),רב ספרא בריה דרב ייבא(2399)
עוזיאל בר בריה דרבי עוזיאל רבה(2403),רבי עויזאל בריה דרבי חוניא דברת חוורן(2404)
רב עילא(2438),רבי עולא(2408)
עולא(10142),עולא נחותא(2409)
רב הונא בריה דרב עילאי(930),רב עולא בריה דרב עילאי(2415)
רבא בריה דרב עילאי(2621),רב עולא בריה דרב עילאי(2415)
רבנא עוקבא(5811),מר עוקבא(2423)
רב עוקבא בר חמא(21225),מר/רב עוקבא בר חמא(2429)
נתן דצוציתא(2353),עוקבן בר נחמיה ריש גלותא(2432)
חיפא(1144),עיפה(2443)
חכיניי(1145),עכנאי(2444)
רב חנן בר תחליפא(1328),רב ענן בר תחליפא(2459)
עקיבא(5003),רבי עקיבא בן יוסף(2465)
רבי עקיבא(10143),רבי עקיבא בן יוסף(2465)
אונקלוס בר קלונימוס(236),עקילס הגר(2472)
אונקלוס(10044),עקילס הגר(2472)
רבי פדא(2476),רבי פדת(2478)
בר פזי(764),בית פזי(2481)
רבי פילפי בר פרוטה(2485),רבי פליפא בר פרוטה(2492)
רבי פנחס בר חמא(10144),רבי פנחס(2498)
רבי פנחס בר חמא הכהן(2505),רבי פנחס(2498)
רבי פנחס הכהן בר חמא(2513),רבי פנחס(2498)
רב פנחס בריה דרב מרי(2510),רב פנחס בריה דרב אמי(2502)
רבי פנחס בר אבון(2501),רבי פינחס בירבי בון(2503)
פפא(5007),רב פפא(2518)
רב פפא בריה דרב יוסף(2524),רב פפא בריה דרב חנין(2521)
רב פפא בריה דרב נחמן(2526),רב פפא בריה דרב חנין(2521)
רבי פנדא(2494),רבי פרנך(2541)
בית הצריפה(984),צפנת בת פניאל כהן גדול(2551)
רבי קיריס דאירמה(2559),רבי קיריס דידמא(2560)
רבי כרוספדאי(10124),רבי קריספא(2571)
רבי כרוספדאי בריה דרבי שבתאי(2026),רבי קריספא(2571)
רבי קרוספי(2569),רבי קריספא(2571)
אבא אריכא(4),רב(2578)
אבא(10002),רב(2578)
רבא בר שבא(2626),רב בר שבא(2579)
רבה(10145),רבה בר נחמני(2581)
רב אדא בר אבא(20743),רבה בר אבוה(2586)
רב אדא בר אבוה(191),רבה בר אבוה(2586)
רבה בר אבין(2587),רבה בר אבוה(2586)
אדא בר בר חנה(199),רבה בר בר חנה(2594)
רבה בר הונא(21368),רבה בר רב הונא(2596)
רבא בר רב הונא(21337),רבה בר רב הונא(2596)
רב חייא קטוספאה(1137),רבה בר חייא קטוספאה(2598)
רב חנה בר אבא(1188),רבה בר חנה(2600)
רבא בר רב חנן(21340),רבה בר רב חנן(2602)
רב ייבא בר יוסי(1800),רבה בר יוסף(2606)
רבה בר טוביה בר יצחק(2604),רבה בר יצחק(2607)
רבינא בר ירמיה(2649),רבה בר ירמיה(2608)
רבי אבא בר לוי(45),רבה בר ליואי(2610)
רבה בר מרי(10146),רבה בר מריון(2613)
רבא בר עולא(21332),רבה בר עולא(2618)
רבה בר רב שילא(21396),רבה בר שילא(2627)
רבה בר שמואל(21401),רבא בר שמואל(2631)
רבינא מפרזקיא(2655),רבא מפרזקיא(2637)
רבין בר קיסי(158),רביא בר קיסי(2643)
רבא בר קיסנא(2623),רביא בר קיסי(2643)
רבינא בר קיסי(2652),רביא בר קיסי(2643)
רבינא בר סילא(2650),רבינא בר שילא(2653)
רבי בנאי אחוה דרבי חייא בר אבא(688),רבנאי אחוה דרבי חייא בר אבא(2658)
רב ינאי אחוה דרבי חייא בר אבא(1816),רבנאי אחוה דרבי חייא בר אבא(2658)
רבי רומינוס(2662),רבי רומנוס(2664)
בן רחומי(681),רב רחומי(2670)
רמי בר אבין(2678),רמי בר אבא(2676)
רמי בר רב יהודה(2682),רמי בר רב יוד(2683)
רמי בר דיקולי(2680),רמי בר תמרי(2689)
רפרם בר פפא מסיכרא(2693),רפרם מסיכרא(2694)
רבי שאול דנווה(2702),רבי שאול(2695)
בינה שילוח(617),רב שילא בר אבינא(2725)
שילא בר מרי(2726),שילא מרי(2728)
רב שימי בר אביי(2733),רב שימי בר אשי(2735)
רב שימי(10148),רב שימי בר אשי(2735)
רב אסי בר חייא(540),רב שימי בר חייא(2738)
רב שימי בר חזקיה(2737),רב שימי בר חייא(2738)
רב אידי בר שישא(348),רב שישא בריה דרב אידי(2744)
רב שיננא בריה דרב אידי(2743),רב שישא בריה דרב אידי(2744)
רב ששת בריה דרב אידי(2939),רב שישא בריה דרב אידי(2744)
של ציון המלכה(2748),שלמצי המלכה(2755)
שלמצי(10149),שלמצי המלכה(2755)
שמאי(10150),שמאי הזקן(2758)
רבי שמואל ברבי(2811),רבי שמואל(2760)
בר מר שמואל(747),מר שמואל(2761)
רבי שמואל אחוי דרב(2767),רבי שמואל אחוי דרבי ברכיה(2764)
רבי שמואל בר ברכיה(2783),רבי שמואל אחוי דרבי ברכיה(2764)
רבי שמעון אחוי דרבי ברכיה(2831),רבי שמואל אחוי דרבי ברכיה(2764)
רב שמואל בר ייבא(2793),רבי/רב שמואל בר אבא(2768)
רב שמואל בריה דרב איקא(2777),רב שמואל בריה דרבי אבהו(2770)
רבי אבודמי בר תנחום(84),רבי שמואל בר אבודמא(2771)
רב שימי בר אדא(2734),רב שמואל בר אחא(2773)
רב שמואל בר פפא(2804),רב שמואל בר אחא(2773)
רב יהודה בר אחותאי(1411),רב שמואל בר אחיתאי(2774)
רבי אינא(378),רבי שמואל בר איניא(2776)
רבי ישמעאל בר אוניא(1977),רבי שמואל בר איניא(2776)
רבי שמואל ברבי יונה(2789),רבי שמואל בר איניא(2776)
רבי ישמעאל בר אמי(1982),רבי שמואל בר אמי(2779)
רבי שמואל בר חייה(10151),רבי שמואל בר חייה בר יהודה(2785)
רבי שמואל בר חלפ(10152),רבי שמואל בר חלפתא(2786)
רב חייא בר יהודה(1112),רב שמואל בר יהודה(2788)
רב שמואל בר יצחק(21269),רבי שמואל בר רב יצחק(2795)
רב יהודה בר יצחק(1455),רבי שמואל בר רב יצחק(2795)
רבי יעקב בר רב יצחק(1866),רבי שמואל בר רב יצחק(2795)
רבי ישמעאל בר רב יצחק(1989),רבי שמואל בר רב יצחק(2795)
רב שמואל בר רב יצחק(5826),רבי שמואל בר רב יצחק(2795)
רבי שמואל בר נדב(10153),רבי שמואל בר נדב חתניה דרבי חנינא(2798)
רבי ינאי בר נחמני(1820),רבי שמואל בר נחמני(2800)
רבי ישמעאל בר נחמן(1991),רבי שמואל בר נחמני(2800)
רבי שמעון בן נחמן(2884),רבי שמואל בר נחמני(2800)
רבי ישמעאל בר תנחום(1995),רבי שמואל ברבי תנחום(2810)
רבי מלאי(2089),רבי שמלאי הדרומי(2824)
רבי שמלאי(10154),רבי שמלאי הדרומי(2824)
רב שמן מסוברא(2827),רב שמן מסיכרא(2828)
רב שמן(10155),רב שמן מסיכרא(2828)
בן יוחי(656),רבי שמעון בן יוחאי(2830)
בר יוחי(736),רבי שמעון בן יוחאי(2830)
רבי שמעון(10156),רבי שמעון בן יוחאי(2830)
רבי שמעון בן יוחי(5008),רבי שמעון בן יוחאי(2830)
רבי שמעון בר יוחאי(5009),רבי שמעון בן יוחאי(2830)
רבי ישמעאל בר אבא(1976),רבי שמעון בר אבא(2839)
רב שמן בר אבא(2826),רבי שמעון בר אבא(2839)
שמעון בן אבטולמוס(2840),רבי שמעון בן אבשלום(2843)
רבי שמעון בן יקים(2875),רבי שמעון בן אליקים(2845)
רבי ישמעאל בן אלעזר(1980),רבי שמעון בן אלעזר(2846)
רבי שמואל בן אלעזר(2778),רבי שמעון בן אלעזר(2846)
שמעון בן פתירה(2893),רבי שמעון בן בתירא(2849)
רבי שמעון בן גמליאל(5001),רבן שמעון בן גמליאל(2852)
בן הסגן(647),רבי שמעון בן הסגן(2854)
רבי בן הסגן(10157),רבי שמעון בן הסגן(2854)
בן זומא(649),שמעון בן זומא(2856)
רבי ישמעאל בן זירוד(1983),רבי שמעון בן זירוד(2858)
רבי שמעון בן תחליפא(2900),רבי שמעון בן חלפתא(2861)
רבי שמעון איש כפר עכו(2835),רבי שמעון בן יהודה איש כפר עכו(2864)
רבי שמעון בן יהודה(10159),רבי שמעון בן יהודה איש כפר עכו(2864)
רבי ישמעאל בן יהוצדק(1984),רבי שמעון בן יהוצדק(2865)
רבי שמואל בן יוצדק(2792),רבי שמעון בן יהוצדק(2865)
רבי שמעון בן יוצדק(10160),רבי שמעון בן יהוצדק(2865)
רבי שמעון בן איסי בן לקוניא(2844),רבי שמעון ברבי יוסי בן לקוניא(2870)
רבי שמעון בר קיסמא(2894),רבי שמעון בר יוסינא(2871)
רבי ישמעאל בן יעקב דמן צור(1988),רבי שמעון בן יעקב דמן צור(2873)
רבי שמעון בר ברסנא(2848),רבי שמעון בר כרסנא(2877)
רבי שמעון כרסנה(2914),רבי שמעון בר כרסנא(2877)
רבי ישמעאל בן לוגא(1990),רבי שמעון בן לוגא(2878)
בן לקיש(661),רבי שמעון בן לקיש(2879)
בר לקישא(745),רבי שמעון בן לקיש(2879)
לקיש(5006),רבי שמעון בן לקיש(2879)
ריש לקיש(2674),רבי שמעון בן לקיש(2879)
בר נזירא(750),רבי שמעון בן נזירא(2882)
רבי לוי בר נזירא(2042),רבי שמעון בן נזירא(2882)
רבי בן נזירא(10161),רבי שמעון בן נזירא(2882)
רבי שמעון נזירא(2915),רבי שמעון בן נזירא(2882)
בן ננס(664),רבי שמעון בן ננס(2885)
רבי בן ננס(10162),רבי שמעון בן ננס(2885)
בן עזאי(668),שמעון בן עזאי(2888)
רבי סימון(2369),רבי שמעון בן פזי(2891)
בן קמחית(679),שמעון בן קמחית(2895)
רבי ישמעאל בן קמחית(1994),שמעון בן קמחית(2895)
רבי שמעון ברבי(22858),רבי שמעון בר רבי(2896)
רבי שמואל דסופפתא(2812),רבי שמעון דתוספתא(2902)
שמעון בר נרשיה(2886),שמעון נרשייה(2916)
רבי שמעון בן שזורי(2897),רבי שמעון שזורי(2920)
רב שמעון בר זירא(2857),רב שמעיה בר זעירא(2928)
רב שמעיה בר זירא(10164),רב שמעיה בר זעירא(2928)
רב סעורם אחוה דרבא(2397),רב שעורים אחוה דרבא(2930)
רבי סימון דתרי(2373),רבי תדאי(2941)
תיאודורוס הרופא(2963),תודוס הרופא(2944)
רב תחליפא בר אבימי(10165),רב תחליפא בר אבדימי(2952)
רבי חלפתא קיסרייה(1157),רבי תחליפא קיסריא(2961)
רבי תחליפא חמיו(10166),רבי תחליפא קיסריא(2961)
רבי תחליפא חמיו דרבי אבהו(2959),רבי תחליפא קיסריא(2961)
רבי תנחום בר חכינאי(2979),רבי תנחום(2969)
רבי תנחומא אדרעיה(2994),רבי תנחום אדרעיא(2970)
רבי תנחום בר חייא(10168),רבי תנחום בר חייא דכפר אגין(2978)
רבי תנחום דכפר גון(2989),רבי תנחום בר חייא דכפר אגין(2978)
רבי חנילאי בר חנילאי(1207),רבי תנחום בר חנילאי(2980)
רבי תנחומא בן יהודה(2995),רבי תנחום בר יודן(2982)
